episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
4671,random,CONNECTED FOOD BURN GROW BURN,BURN,1,0.2369,-0.2369,0.0030,-0.3101
4672,random,AUTOMATED,CAR FAIL,1,0.3102,-0.3102,-0.0002,-0.3101
4673,random,CLOCK FALL FAIL FAIL HEAR WEAPON,FALL,1,0.2086,-0.2086,0.2606,-0.3051
4674,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3067
4675,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3083
4676,random,ISOLATED MAN,BURN,1,0.3314,-0.3314,-0.0014,-0.3094
4677,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3109
4678,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3123
4679,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3136
4680,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3148
4681,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3160
4682,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3171
4683,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3181
4684,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3192
4685,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3201
4686,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3210
4687,random,STRANGER FALL,BURN,1,0.1824,-0.1824,0.0033,-0.3141
4688,random,COMPUTER BREAK,SEED,1,0.2067,-0.2067,0.0924,-0.3087
4689,random,POISON GROW GROW BURN SPREAD GROW,SPREAD,1,0.1903,-0.1903,0.0020,-0.3028
4690,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3046
4691,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3063
4692,random,STRANGER CARRY POISON BREAK CLEAN CLEAN,SEED,1,0.2841,-0.2841,0.0308,-0.3051
4693,random,MEMORY,SPREAD,1,0.2046,-0.2046,0.0012,-0.3001
4694,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3020
4695,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3038
4696,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3056
4697,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3072
4698,random,SYSTEM GROW,SPREAD,1,0.2133,-0.2133,0.0011,-0.3025
4699,random,ENGINE,FALL,1,0.2216,-0.2216,0.0135,-0.2985
4700,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3004
4701,random,FIRE FALL MOVE BRIDGE GROW GROW,BURN,1,0.1836,-0.1836,0.0040,-0.2946
4702,random,KEY BURN FALL FALL GROW GROW,SPREAD,1,0.2484,-0.2484,0.0007,-0.2923
4703,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.2946
4704,random,MAN,BURN,1,0.2394,-0.2394,0.0018,-0.2918
4705,random,DENSE FIRE FALL FALL BURN FALL,BURN,1,0.2353,-0.2353,0.0013,-0.2890
4706,random,SMALL STONE,BURN,1,0.3030,-0.3030,-0.0001,-0.2897
4707,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.2921
4708,random,FIRE GROW SPREAD SPREAD FALL GROW,BURN,1,0.1979,-0.1979,0.0040,-0.2874
4709,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.2900
4710,random,MAN KNOW DORMANT DORMANT LEADER,BURN,1,0.3360,-0.3360,-0.0009,-0.2923
4711,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.2946
4712,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.2968
4713,random,PLAN,SPREAD,1,0.2080,-0.2080,0.0015,-0.2923
4714,random,CAT,BURN,1,0.2153,-0.2153,0.0018,-0.2885
4715,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.2910
4716,random,SECRET,INSECT SPREAD,0,1.4276,-1.4276,-1.0653,-0.3478
4717,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3473
4718,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3469
4719,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3464
4720,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3460
4721,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3456
4722,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3453
4723,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3449
4724,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3446
4725,random,WOLF BREAK WOOD SPREAD FALL MOVE,SEED,1,0.1847,-0.1847,0.1801,-0.3366
4726,random,LAW,SPREAD,1,0.2033,-0.2033,0.0008,-0.3299
4727,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3303
4728,random,MAN,BURN,1,0.2394,-0.2394,0.0031,-0.3258
4729,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3264
4730,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3270
4731,random,PHONE MOVE PRISON FALL SEE FOOD,FALL,1,0.1806,-0.1806,0.0257,-0.3197
4732,random,POISON FAIL GROW GROW,SPREAD,1,0.2082,-0.2082,0.0022,-0.3141
4733,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3153
4734,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3165
4735,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3176
4736,random,TRUSTED CAT,BURN,1,0.3394,-0.3394,-0.0004,-0.3187
4737,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3196
4738,random,ELDER ASK DOG BETRAY,OBEDIENT CAT,1,0.2552,-0.2552,0.4357,-0.3164
4739,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3175
4740,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3185
4741,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3195
4742,random,POWER,SPREAD,1,0.2134,-0.2134,0.0006,-0.3142
4743,random,DEBT GROW GROW SPREAD GROW GROW,SPREAD,1,0.1659,-0.1659,0.0015,-0.3068
4744,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3084
4745,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3099
4746,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3113
4747,random,LANGUAGE SPREAD SPREAD,SPREAD,1,0.1006,-0.1006,0.0034,-0.3008
4748,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3026
4749,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3044
4750,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3061
4751,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3077
4752,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3093
4753,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3107
4754,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3121
4755,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3134
4756,random,SHARP,DRONE FALL,1,0.3055,-0.3055,0.0371,-0.3130
4757,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3143
4758,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3155
4759,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3166
4760,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3177
4761,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3187
4762,random,HORSE,BURN,1,0.2156,-0.2156,0.0033,-0.3136
4763,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3148
4764,random,FAMOUS INSECT HEAR ROBOT GROW,SPREAD,1,0.3184,-0.3184,-0.0001,-0.3150
4765,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3161
4766,random,CAT,BURN,1,0.2153,-0.2153,0.0023,-0.3111
4767,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3125
4768,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3138
4769,random,STONE,BURN,1,0.2030,-0.2030,0.0014,-0.3082
4770,random,MAN,BURN,1,0.2394,-0.2394,0.0023,-0.3048
4771,random,AUTOMATED TIME,SPREAD,1,0.3120,-0.3120,-0.0002,-0.3051
4772,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3068
4773,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3084
4774,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3099
4775,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3113
4776,random,LANGUAGE SPREAD GROW SPREAD,SPREAD,1,0.1505,-0.1505,0.0027,-0.3032
4777,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3050
4778,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3067
4779,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3082
4780,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3097
4781,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3112
4782,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3125
4783,random,HAPPY,GUARD,0,1.2455,-1.2455,-4.2925,-0.3592
4784,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3581
4785,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3571
4786,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3562
4787,random,TRUTH SPREAD GROW SPREAD SPREAD SPREAD,SPREAD,1,0.1503,-0.1503,0.0026,-0.3459
4788,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3455
4789,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3452
4790,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3448
4791,random,DIRTY POISON,BURN,1,0.3003,-0.3003,0.0025,-0.3426
4792,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3424
4793,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3422
4794,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3420
4795,random,SIGNAL SPREAD FAIL SPREAD SPREAD,SPREAD,1,0.1364,-0.1364,0.0030,-0.3317
4796,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3320
4797,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3323
4798,random,DIRTY,GUARD BURN,1,0.4381,-0.4381,-0.2262,-0.3376
4799,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4800,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4801,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4802,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4803,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3378
4804,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3378
4805,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3378
4806,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3378
4807,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3379
4808,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3379
4809,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3379
4810,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3379
4811,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3379
4812,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3380
4813,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3380
4814,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3380
4815,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3380
4816,random,ENGINE,FALL,1,0.2216,-0.2216,0.0081,-0.3322
4817,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3325
4818,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3328
4819,random,HORSE WANT ENGINE FORGET CHANCE,BURN,1,0.2122,-0.2122,0.0034,-0.3267
4820,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3273
4821,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3279
4822,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3284
4823,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3289
4824,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3294
4825,random,ROBOT UPDATE CONNECTED WEAK FIRE ENCODE,BORDER,1,0.3246,-0.3246,0.0206,-0.3291
4826,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3296
4827,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3300
4828,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3304
4829,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3308
4830,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3312
4831,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3315
4832,random,CAT SEE BRIDGE,BURN,1,0.2103,-0.2103,0.0027,-0.3255
4833,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3261
4834,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3267
4835,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3273
4836,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3279
4837,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3284
4838,random,OBEDIENT WOMAN,BURN,1,0.3364,-0.3364,-0.0006,-0.3288
4839,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3293
4840,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3297
4841,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3301
4842,random,ROBOT GENERATE LAW,BURN,0,1.2607,-1.2607,-1.8004,-0.3767
4843,random,CAMERA FAIL SEE,HORSE,1,0.2408,-0.2408,0.2784,-0.3699
4844,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3683
4845,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3668
4846,random,CROWD,BURN,1,0.2322,-0.2322,0.0032,-0.3601
4847,attacker,FAMOUS,WEAPON SPREAD,1,0.3423,-0.3423,0.1078,-0.3592
4848,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3581
4849,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3571
4850,random,ENGINE SEE FAST SEED UPDATE KEY,FALL,1,0.3302,-0.3302,0.0022,-0.3558
4851,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3549
4852,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3541
4853,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3533
4854,random,CONNECTED METAL,BURN,1,0.3070,-0.3070,0.0005,-0.3510
4855,random,HEAVY SENSOR UPDATE ERROR UPDATE ISOLATED,SYSTEM,0,1.2944,-1.2944,-2.0225,-0.3981
4856,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3952
4857,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3923
4858,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3896
4859,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3870
4860,random,LEADER BUILD HOME,BURN,1,0.2063,-0.2063,0.0155,-0.3780
4861,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3760
4862,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3741
4863,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3723
4864,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3706
4865,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3690
4866,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3675
4867,random,TOOL GROW,SPREAD,1,0.2493,-0.2493,0.0014,-0.3616
4868,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3604
4869,random,ELDER ATTACK MAP FOLLOW OBEDIENT ASHAMED,WOLF,1,0.2821,-0.2821,0.1440,-0.3565
4870,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3556
4871,random,OBEDIENT,CAT BURN,1,0.4000,-0.4000,-0.0566,-0.3578
4872,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3568
4873,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3559
4874,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3550
4875,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3542
4876,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3534
4877,random,SOLDIER,BURN,1,0.2240,-0.2240,0.0045,-0.3469
4878,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3465
4879,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3461
4880,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3457
4881,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3453
4882,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3450
4883,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3446
4884,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3443
4885,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3440
4886,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3437
4887,random,METAL BURN BURN,BURN,1,0.1004,-0.1004,0.0059,-0.3316
4888,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3319
4889,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3322
4890,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3325
4891,random,NETWORK,SPREAD,1,0.2019,-0.2019,0.0016,-0.3260
4892,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3266
4893,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3272
4894,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3277
4895,random,SLOW WOLF BREAK MAP RUN SEE,FIRE,1,0.2837,-0.2837,0.1886,-0.3255
4896,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3262
4897,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3268
4898,random,CAT FORGET ISOLATED FREE,CROWD,0,1.2922,-1.2922,-1.6980,-0.3750
4899,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3732
4900,random,SOLDIER,BURN,1,0.2240,-0.2240,0.0044,-0.3658
4901,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3644
4902,random,CLEAN,FIRE BURN,1,0.3808,-0.3808,-0.0460,-0.3652
4903,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3638
4904,random,SYSTEM FAIL GROW GROW GROW GROW,SPREAD,1,0.2052,-0.2052,0.0017,-0.3559
4905,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3550
4906,random,BIG CAMERA,FALL,1,0.3270,-0.3270,0.0012,-0.3536
4907,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3529
4908,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3521
4909,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3514
4910,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3508
4911,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3502
4912,random,REBELLIOUS,WEAPON BURN,0,1.4236,-1.4236,-4.3556,-0.4038
4913,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.4006
4914,random,ISOLATED WOMAN EAT CORRUPTED,MAP,1,0.3736,-0.3736,0.0094,-0.3992
4915,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3962
4916,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3933
4917,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3905
4918,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3879
4919,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3854
4920,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3831
4921,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3808
4922,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3787
4923,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3767
4924,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3748
4925,random,AUTOMATED GUARD BREAK KEY GENERATE,SIGNAL BURN,1,0.2581,-0.2581,0.5480,-0.3689
4926,random,NETWORK HEAR CLEAN TRUSTED CAT HEAR,SIGNAL SPREAD,1,0.3220,-0.3220,0.1830,-0.3666
4927,random,POISON,SPREAD,1,0.2264,-0.2264,0.0023,-0.3596
4928,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3585
4929,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3575
4930,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3565
4931,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3556
4932,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3548
4933,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3539
4934,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3531
4935,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3524
4936,random,KEY,SPREAD,1,0.2165,-0.2165,0.0016,-0.3456
4937,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3452
4938,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3449
4939,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3446
4940,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3443
4941,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3440
4942,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3437
4943,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3434
4944,random,PROUD STRANGER,BURN,1,0.3451,-0.3451,-0.0001,-0.3435
4945,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3432
4946,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3430
4947,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3427
4948,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3425
4949,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3423
4950,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3421
4951,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3419
4952,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3417
4953,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3416
4954,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3414
4955,random,POWER GROW,SPREAD,1,0.2125,-0.2125,0.0018,-0.3349
4956,random,SENSOR ENCODE,LAW COMPUTE OPTIMAL SIGNAL,0,1.2807,-1.2807,-15.5613,-0.3822
4957,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3800
